original_pipeline,original_pipeline_preprocess,original_pipeline_eval,detect_eval_1,detect_eval_1_detect,detect_eval_1_eval,fix_eval_1,fix_eval_1_fix,fix_eval_1_eval,explanation_1,original_pipeline_diff,original_pipeline_diff_preprocess,original_pipeline_diff_eval,detect_eval_2,detect_eval_2_detect,detect_eval_2_eval,fix_eval_2,fix_eval_2_fix,fix_eval_2_eval,explanation_2
18840.453147888184,7907.080888748169,10933.372259140015,13.228893280029297,13.228893280029297,,1903.7091732025146,1154.7021865844727,749.006986618042,98.93393516540527,3252.9749870300293,648.7438678741455,2604.231119155884,13.497114181518555,13.497114181518555,,19.823789596557617,12.100696563720703,7.723093032836914,45.31598091125488
18451.441049575806,7539.178848266602,10912.262201309204,13.568639755249023,13.568639755249023,,2836.0249996185303,2095.386028289795,740.6389713287354,98.4048843383789,3559.483051300049,612.2868061065674,2947.1962451934814,13.541221618652344,13.541221618652344,,19.495248794555664,11.543035507202148,7.952213287353516,45.50981521606445
18751.224040985107,7810.559988021851,10940.664052963257,13.73434066772461,13.73434066772461,,1774.9767303466797,1029.6368598937988,745.3398704528809,97.20110893249512,3304.0401935577393,690.460205078125,2613.5799884796143,13.51618766784668,13.51618766784668,,19.345998764038086,11.674165725708008,7.671833038330078,43.1361198425293
19391.421794891357,8464.920997619629,10926.500797271729,12.661933898925781,12.661933898925781,,1770.1590061187744,1011.2900733947754,758.868932723999,99.79414939880371,3198.4479427337646,630.047082901001,2568.4008598327637,13.856887817382812,13.856887817382812,,19.861936569213867,11.689186096191406,8.172750473022461,46.922922134399414
19491.21904373169,8557.250022888184,10933.969020843506,13.165950775146484,13.165950775146484,,3200.7830142974854,2449.741840362549,751.0411739349365,90.48175811767578,3257.9410076141357,636.9431018829346,2620.997905731201,13.637781143188477,13.637781143188477,,19.125938415527344,11.551856994628906,7.5740814208984375,43.18499565124512
14818.457126617432,8199.632167816162,6618.8249588012695,13.139009475708008,13.139009475708008,,2850.471019744873,2097.9490280151367,752.5219917297363,99.77984428405762,3210.780143737793,620.9268569946289,2589.853286743164,13.231039047241211,13.231039047241211,,18.507003784179688,11.118888854980469,7.388114929199219,43.695688247680664
19324.411869049072,8383.08310508728,10941.328763961792,13.297080993652344,13.297080993652344,,1909.4877243041992,1159.503698348999,749.9840259552002,100.10910034179688,3299.790143966675,681.8900108337402,2617.9001331329346,13.667821884155273,13.667821884155273,,19.443988800048828,11.762857437133789,7.681131362915039,42.845964431762695
