original_pipeline,original_pipeline_preprocess,original_pipeline_eval,detect_eval_1,detect_eval_1_detect,detect_eval_1_eval,fix_eval_1,fix_eval_1_fix,fix_eval_1_eval,explanation_1
15581.999778747559,4924.432754516602,10657.567024230957,12.979984283447266,12.979984283447266,,1787.6241207122803,1051.6810417175293,735.943078994751,98.6166000366211
15602.224826812744,4947.585105895996,10654.639720916748,12.848854064941406,12.848854064941406,,1658.0579280853271,935.4269504547119,722.6309776306152,98.33073616027832
15503.610134124756,4894.780158996582,10608.829975128174,12.831926345825195,12.831926345825195,,1813.493251800537,1083.5859775543213,729.9072742462158,96.10700607299805
15530.055046081543,4905.058145523071,10624.996900558472,12.511014938354492,12.511014938354492,,1865.898847579956,1136.322021484375,729.576826095581,103.83176803588867
15635.836124420166,4995.616912841797,10640.21921157837,8.590936660766602,8.590936660766602,,1787.64009475708,1070.1591968536377,717.4808979034424,109.09008979797363
16206.354141235352,5573.660135269165,10632.694005966187,10.358572006225586,10.358572006225586,,1905.5941104888916,1172.4131107330322,733.1809997558594,96.43077850341797
15851.071834564209,5223.615884780884,10627.455949783325,12.925863265991211,12.925863265991211,,2280.216932296753,1547.6689338684082,732.5479984283447,104.58612442016602
