original_pipeline,original_pipeline_preprocess,original_pipeline_eval,detect_eval_1,detect_eval_1_detect,detect_eval_1_eval,fix_eval_1,fix_eval_1_fix,fix_eval_1_eval,explanation_1
2680.2468299865723,2177.6318550109863,502.61497497558594,2796.312093734741,2278.0470848083496,518.2650089263916,4532.728672027588,4001.4147758483887,531.3138961791992,
2700.226068496704,2203.69291305542,496.5331554412842,2796.706199645996,2295.1149940490723,501.5912055969238,5155.217170715332,4622.809171676636,532.4079990386963,
2629.1518211364746,2124.5858669281006,504.565954208374,2871.7098236083984,2335.3638648986816,536.3459587097168,4469.5868492126465,3936.7151260375977,532.8717231750488,
2701.9400596618652,2195.3799724578857,506.5600872039795,2790.339708328247,2269.4647312164307,520.8749771118164,4283.035039901733,3753.161907196045,529.8731327056885,
2672.0452308654785,2165.9021377563477,506.14309310913086,2759.979009628296,2256.314277648926,503.6647319793701,4096.550941467285,3562.6769065856934,533.8740348815918,
2681.370973587036,2175.351858139038,506.01911544799805,2854.2208671569824,2356.294870376587,497.9259967803955,4226.3429164886475,3693.471908569336,532.8710079193115,
2716.5963649749756,2206.4990997314453,510.0972652435303,2801.4440536499023,2296.0472106933594,505.39684295654297,4530.400037765503,3991.518020629883,538.8820171356201,
